岗位名称,技能词1,特征值1,技能词2,特征值2,技能词3,特征值3,技能词4,特征值4,技能词5,特征值5,技能词6,特征值6,技能词7,特征值7,技能词8,特征值8,技能词9,特征值9,技能词10,特征值10
C工程师/C#工程师/C++开发工程师,数据结构,132.55722789813103,linux操作命令4,85.98844784583505,windows,31.74837001813956,设计模式,31.580846288687912,c++语言,27.752436534929643,python程序,24.13207112390654,c1证,21.853224285326164,gcc,19.31637713305685,make,18.28094395211179,linux系统,17.38496992905928
IP软件工程师,数据结构,55.84763141965165,linux操作命令4,26.24540107537708,net,18.938565436632203,python程序,14.806341247953238,操作系统,13.773496601348196,typescript语法5,13.379805289026285,设计模式,11.878487930798133,java语言,11.0438598568418,程序语言,10.879342904827311,stm32,10.606601717798213
IT软件开发工程师/IT技术研发工程师,数据结构,71.63117525242173,html5css,46.66582334228546,python程序,33.05125046765398,linux操作命令4,27.106735982497096,算法基础,23.341547914952184,net,17.772403558960225,react技术栈,16.518492323001077,linux操作系统,15.9188075655537,java语言,14.617204045911569,设计模式,12.273079726410364
Java工程师/JAVA开发实施工程师,java语言,483.12975634097126,mybati,216.9102051328727,数据结构,148.1310924573735,springcloud,109.81731421499254,多线程处理,99.85065218750071,设计模式,81.2532316637529,redis,67.27955140127928,linux操作命令4,55.417208244827066,html5css,54.02261146476061,docker,36.914506839945155
产品项目管理/产品助理/产品专员/产品总监/产品VP,axcure,39.03808037412509,自驱力,33.519941031835224,逻辑思考力,27.21417622143809,同理心,15.716479821504333,产品设计,14.399810398464515,互联网产品,13.50288322255996,团队意识,12.627873895754208,数据结构,10.75373848420684,分子克隆,9.545941546018392,沟通表达理,9.45664520300347
人力资源经理/人力资源主管/人力资源专员/人力资源助理/人力资源总监/人力资源VP/CHO,人力资源六大板块内容,38.05227448989774,人力资源,34.53727775292342,人力资源各模块工作内容,33.941125496954285,国家政策,27.770011770235303,offic办公软件,21.703221230324548,亲和؜力,20.094971082882402,基本人力,17.71218798637021,沟通表达理,15.006977557133384,人力资源工作,14.332393846837348,人际关系敏感度,13.919342374714141
农业管理储备员/农业管理储备干部,强烈成功欲望,54.72666224803479,目标敏感,34.130979605843734,团队协作意识,32.60702362742826,offic办公软件,12.324938286985331,抗压性,9.916152198189035,直面困难,6.66700679404459,沟通表达理,4.5020932671400145,饲料行业采购,4.242640687119285,各类产品知识,4.242640687119285,半年以上车间实习经验,4.242640687119285
前端开发工程师/前端工程师/客户端工程师,html5css,487.43792633194,react技术栈,224.1485915410566,数据结构,134.2513393453285,计算机基础,73.21890027274944,es6,65.57007328328719,typescript语法5,59.6054067574044,http协议,58.13729041416515,ajax,55.30698463914556,webpack,43.63723086394112,json,41.715550689557816
功能测试工程师/性能测试工程师,python程序,34.042788787476155,理论基础知识,32.383334667016975,linux操作命令4,27.974870008117467,测试方法,24.85797528515434,测试理论,24.689811776430293,软硬件测试流程,18.765526116104535,测试流程,17.41472588340694,软件测,15.556349186104043,selenium,15.422553491232476,linux操作系统,12.783801338738083
商务总监/商务经理/商务专员,销售思维,17.49302292111056,商务谈判,16.88130634732506,正形象气质,11.604096038633138,领导力,10.1176479385223,高效执行力,8.485281374238571,社会实践经历,7.34494202594648,清晰的职业规划,7.1165876430144435,三观正,6.563346213554961,抗压性,6.451943831182585,语言表达,6.094235034429265
